"","module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"GO:0005902","41",11,11,9,0.000649734891960722,1,2,0.181818181818182,0.333333333333333,6,"GO:0005902","CC","microvillus","Thin cylindrical membrane-covered projections on the surface of an animal cell containing a core bundle of actin filaments. Present in especially large numbers on the absorptive surface of intestinal cells."
"GO:0004175","41",11,11,10,0.000821064527936329,1,4,0.363636363636364,0.0588235294117647,68,"GO:0004175","MF","endopeptidase activity","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain."
"GO:0042599","42",10,10,1,3.60766880581025e-06,0.0598187564691397,3,0.3,0.5,6,"GO:0042599","CC","lamellar body","A membrane-bounded organelle, specialized for the storage and secretion of various substances (surfactant phospholipids, glycoproteins and acid phosphates) which are arranged in the form of tightly packed, concentric, membrane sheets or lamellae. Has some similar properties to, but is distinct from, a lysosome."
"GO:0007585","42",10,10,2,1.50014023276998e-05,0.24873825199559,3,0.3,0.333333333333333,9,"GO:0007585","BP","respiratory gaseous exchange","The process of gaseous exchange between an organism and its environment. In plants, microorganisms, and many small animals, air or water makes direct contact with the organism's cells or tissue fluids, and the processes of diffusion supply the organism with dioxygen (O2) and remove carbon dioxide (CO2). In larger animals the efficiency of gaseous exchange is improved by specialized respiratory organs, such as lungs and gills, which are ventilated by breathing mechanisms."
"GO:0045334","42",10,10,3,9.7698983506525e-05,1,3,0.3,0.1875,16,"GO:0045334","CC","clathrin-coated endocytic vesicle","A clathrin-coated, membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance."
"GO:0030139","42",10,10,4,0.00013728765427999,1,4,0.4,0.0833333333333333,48,"GO:0030139","CC","endocytic vesicle","A membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance. Endocytic vesicles fuse with early endosomes to deliver the cargo for further sorting."
"GO:0030136","42",10,10,5,0.000167366846108845,1,3,0.3,0.157894736842105,19,"GO:0030136","CC","clathrin-coated vesicle","A vesicle with a coat formed of clathrin connected to the membrane via one of the clathrin adaptor complexes."
"GO:0030135","42",10,10,6,0.000263333644547213,1,3,0.3,0.136363636363636,22,"GO:0030135","CC","coated vesicle","Small membrane-bounded organelle formed by pinching off of a coated region of membrane. Some coats are made of clathrin, whereas others are made from other proteins."
"GO:00301411","42",10,10,7,0.000539918586151249,1,4,0.4,0.0588235294117647,68,"GO:0030141","CC","secretory granule","A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."
"GO:00995031","42",10,10,8,0.000916534542000827,1,4,0.4,0.0512820512820513,78,"GO:0099503","CC","secretory vesicle","A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space."
"GO:00160231","42",10,10,9,0.000977866239147496,1,5,0.5,0.034965034965035,143,"GO:0016023","CC","cytoplasmic, membrane-bounded vesicle","A membrane-bounded vesicle found in the cytoplasm of the cell."
"GO:00055762","42",10,10,10,0.00131366857855328,1,9,0.9,0.0145867098865478,617,"GO:0005576","CC","extracellular region","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
